text,intent,slot_tags
"i want to join the data integration at scale, but i don't know much about it.",details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
it's nice to see you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
is it possible to suggest a beginner course with 4 weeks duration and a rating of greater than 4?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'I-duration', 'O']"
is it too late to wear white,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
thank you so much,courtesy,"['O', 'O', 'O', 'O']"
"how can i enroll in the course, and when will it start?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'O', 'O', 'O', 'O', 'O']"
tell me more about the upgrade.,details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'O']"
what is the best way to clean ceiling fans,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
see if you can find a good vegetable wash for me,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is that crunchy stuff on creme bruleo,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
are you able to find me an intermediate course with a long duration?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'O', 'B-duration', 'O', 'O']"
how do i enroll in the risk management for business analysts (pmi-rmp/iiba-ecba) course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
look up the conversion rate for the euro to dollar exchange,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
thank you very much for the answer,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
farewell!,courtesy,"['O', 'O']"
why thank you,courtesy,"['O', 'O', 'O']"
get me articles and pics of different types of household bugs for this area,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me if the course is suitable for beginners?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
it was great chatting with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
does centurytel offer any better plans than the one i'm on,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"can you provide information on their pricing of offset noise for stable diffusion - model, lora and embeddings?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O']"
i appreciate it,courtesy,"['O', 'O', 'O']"
do you have any terraform courses with a rating of low offered by pluralsight?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'B-provider', 'O']"
"i would like a beginner level course on software testing that offers a certification, lasts short and has a rating of lesser than 3.8.",recommend,"['O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'B-duration', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'I-rating', 'O']"
can you recommend a course for beginners with a rating of less than 3.8?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
is there a course that has a duration of self paced and costs $8469?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'B-topic', 'O', 'B-pricing', 'I-pricing', 'O']"
what courses with a certificate can you suggest that have a higher rating?,recommend,"['O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there an advanced javascript course that costs $3420 and has a duration of less than 4 months?,recommend,"['O', 'O', 'O', 'B-level', 'B-topic', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
list the contents of my safety deposit box at the bank,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what beginner bubble sort courses can you recommend that are offered by google cloud skills boost with a start date of flexible?,recommend,"['O', 'B-level', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-provider', 'I-provider', 'I-provider', 'I-provider', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'O']"
how can i breach a network,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
i'm interested in a course that lasts 4 weeks.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
can you suggest courses that have a rating of 4.5 or better?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'O']"
a user experience course from pinecone is priced at $1878.,recommend,"['O', 'B-topic', 'I-topic', 'O', 'O', 'B-institution', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
nice to see you again,courtesy,"['O', 'O', 'O', 'O', 'O']"
do you have any courses with a rating of low offered by udemy?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O', 'B-provider', 'O']"
how do i start my own marketing firm,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
where can i list my vehicle for sell,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
there is a webflow course from techworld with a duration of less than 4 months.,recommend,"['O', 'O', 'O', 'B-topic', 'O', 'O', 'B-institution', 'I-institution', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O']"
"that'll work, good job!",courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
where do black holes come from,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
what's my horoscope today,oos,"['O', 'O', 'O', 'O', 'O']"
when was the last worker's strike in amsterdam,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what is the amount of blood needed to stay alive,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course that costs $8469 and is certified by udemy.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'B-certified', 'O', 'B-provider', 'O']"
what is the price of vram: faster verifiable ram with program-independent preprocessing?,details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O']"
what's in fashion this month,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
can you suggest some courses with a duration of 6 months?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
"how can i protect myself from ""nigerian prince"" scams",oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is it possible to explain the topics covered in the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
the start date of the course is august 20 and it has a 4.5 rating.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
it costs $3420 and should be rated by less than 500 peope.,recommend,"['O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O']"
do you have any node.js courses that are cheap?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'O', 'B-pricing', 'O']"
when do i have to get the mmr,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what show am i watching,oos,"['O', 'O', 'O', 'O', 'O']"
will you tell me how the ai is doing,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
thanks a million,courtesy,"['O', 'O', 'O']"
thanks a lot for the answer,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
what julia courses can you recommend that have a start date that is flexible?,recommend,"['O', 'B-topic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-start_date', 'O']"
can you recommend a machine learning course that has 2000 reviews and a high rating?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'B-num_rating', 'O', 'O', 'O', 'B-rating', 'O', 'O']"
who is the provider of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there a course similar to the one you mentioned that costs $9184?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
what is the duration and rating of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"i need to know more about the web servers and apis using c++ course. is it self-paced, and what is the start date?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O']"
can you recommend a course with a duration of self paced and a link to more information?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
how many oscars did star wars films win,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"i'm interested in learning more about the ccnp enterprise: prepare for the implementing and operating cisco enterprise network core technologies exam class, as well as the course link and the provider.",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'I-course_name', 'I-course_name', 'O', 'O']"
"hello, how are you",courtesy,"['O', 'O', 'O', 'O', 'O']"
it was pleasant conversing with you,courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
thanks for trying,courtesy,"['O', 'O', 'O']"
"do a job search on monstercom for jobs in the tech field in arlington, va",oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
okay thanks,courtesy,"['O', 'O']"
i'd like to hire someone to wash my car,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
can you tell me what the prerequisites are for the world design for video games course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O']"
can you recommend some good beginner courses on deep learning taught by massachusetts institute of technology with a duration of more than 3 months and a rating of less than 3.8?,recommend,"['O', 'O', 'O', 'O', 'O', 'B-level', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'B-institution', 'I-institution', 'I-institution', 'I-institution', 'O', 'O', 'O', 'I-institution', 'B-duration', 'B-rating', 'I-duration', 'I-duration', 'O', 'O', 'O', 'I-institution', 'O', 'I-rating', 'I-rating', 'O']"
"goodbye, helpful ai device!",courtesy,"['O', 'O', 'O', 'O', 'O', 'O']"
ai how are you doing on this fine day,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"hello there, good morning",courtesy,"['O', 'O', 'O', 'O', 'O']"
aquire the soundtracks from the movie if i stay and add them to my ipod,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"how long is the the wheelhouse of horrors course, and does it have any special requirements?",details,"['O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"which courses would you recommend for learning virtualbox that are certified, last self paced and are priced at $9184?",recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'O', 'O', 'B-certified', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
i need a programming languages course that lasts a long time.,recommend,"['O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'O', 'B-duration', 'O', 'O']"
i need information on how to register for the the sql microdegree 2022: from sql basics to mysql mastery course. what are the details on its pricing and start date?,details,"['O', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"i'm looking for a course on android development with a certification, offered by youtube and has a duration of self paced.",recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'B-provider', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O']"
what time do i have to go to work today,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tell me something about linkin park,oos,"['O', 'O', 'O', 'O', 'O', 'O']"
what is the last time the living room was vacuumed,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
you are so thoughtful and i appreciate your gesture,courtesy,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
who was the first person to discover cells,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tell me more about the course.,details,"['O', 'O', 'O', 'O', 'O', 'B-course_name', 'O']"
hola,courtesy,['O']
what is the level of difficulty for the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'O', 'O', 'O']"
thanks for your cooperation,courtesy,"['O', 'O', 'O', 'O']"
i'm looking for a course with a duration of self paced that i can take on my own.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
does the course include any work?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are some good courses that last 2 months and have a link to more information?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
give me information about the soviet union's participation in world war 2,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what movie is it that says today is a good day to die,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
sayonara,courtesy,['O']
who is the provider of the nuxt 3 course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'O']"
is it possible to explain the topics covered in the crash course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'O']"
can you tell me the start date and certification of the course?,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-certified', 'O', 'O', 'O', 'O']"
can you tell me the latest georgia news,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i'm looking for a course that lasts more than 3 months and has more than 1500 reviews.,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'I-duration', 'I-duration', 'I-num_rating', 'O', 'O']"
create a for-while loop that continues 10 times,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"what rating does the sql server: advanced corruption recovery techniques course have? also, provide information about the institution.",details,"['O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there a beginner javascript course that costs $1805 that you could recommend?,recommend,"['O', 'O', 'O', 'B-level', 'B-topic', 'O', 'O', 'O', 'B-pricing', 'I-pricing', 'O', 'O', 'O', 'O', 'O']"
hey,courtesy,['O']
"can you tell us more about the exploratory data analysis course, such as its rating and duration?",details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tell me where i can get the cheapest tennis balls on the internet,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
i’m interested in a certified intermediate courses. can you recommend one?,recommend,"['O', 'O', 'O', 'O', 'O', 'B-certified', 'B-level', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
does the digital image processing using python course have good reviews?,details,"['O', 'O', 'B-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O']"
how can i root an android phone,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
is there an enrollment fee for the discovery ai course? please provide details on its start date.,details,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-course_name', 'I-course_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
thanks again,courtesy,"['O', 'O']"
you're the best!,courtesy,"['O', 'O', 'O', 'O', 'O']"
a machine learning course lasts 4 weeks and costs $3223.,recommend,"['O', 'B-topic', 'I-topic', 'O', 'O', 'B-duration', 'I-duration', 'O', 'O', 'B-pricing', 'I-pricing', 'O']"
thank you for the information,courtesy,"['O', 'O', 'O', 'O', 'O']"
how's it hanging,courtesy,"['O', 'O', 'O', 'O']"
is it possible to suggest a course with a duration of more than 3 months that starts july 15 and has a rating of above 3.5?,recommend,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-duration', 'I-duration', 'I-duration', 'I-duration', 'O', 'O', 'B-start_date', 'I-start_date', 'O', 'O', 'O', 'O', 'O', 'B-rating', 'I-rating', 'O']"
"can you find ""were the millers"" on hulu",oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
what are some good computer science courses that have more than 1500 reviews and a short duration?,recommend,"['O', 'O', 'O', 'O', 'B-topic', 'I-topic', 'O', 'O', 'O', 'B-num_rating', 'I-num_rating', 'I-num_rating', 'O', 'O', 'O', 'B-duration', 'O', 'O']"
give me the news on the newspaper today,oos,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
